no,raw_tweet,bio_tags,tokens,langs,norm_tokens,clean_tweets
85,"""History is not the study of the past, it's the study of the change."" Andai saja pelajaran di sekolah dibikin se-menarik ini, pasti lebih seru https://t.co/EiNAswdVFe",BBIIIIIIOBIOBIIOBIIIIIIIIOBIOBIIIIIIIBOBIIIOBIIIIIIIIOBIOBIIIIIIIIIBBOBIIIIOBIIIOBIIIIIIIIOBIOBIIIIIIOBIIIIIIOBIOIIIIIIIOBIIBOBIIIIOBIIIIOBIIIOBIIIIIIIIIIIIIIIIIIIIII,"['""History is not the study of the past, it\'s the study of the change."" Andai saja pelajaran di sekolah dibikin se-menarik ini, pasti lebih seru https://t.co/EiNAswdVFe'
 list(['""', 'History', 'is', 'not', 'the study', 'of', 'the past', ',', ""it's"", 'the study', 'of', 'the change', '.', '""', 'Andai', 'saja', 'pelajaran', 'di', 'sekolah', 'dibikin', 'semenarik', 'ini', ',', 'pasti', 'lebih', 'seru', 'https://t.co/EiNAswdVFe'])]","['un', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'un', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'un', 'id', 'id', 'id', 'un']","['""', 'history', 'is', 'not', 'the study', 'of', 'the past', ',', 'it is', 'the study', 'of', 'the change', '.', '""', 'andai', 'saja', 'pelajaran', 'di', 'sekolah', 'dibikin', 'semenarik', 'ini', ',', 'pasti', 'lebih', 'seru', 'https://t.co/EiNAswdVFe']","['""sejarah bukanlah pelajaran tentang masa lalu, ini adalah pelajaran tentang perubahan"" andai saja pelajaran di sekolah dibikin semenarik ini, pasti lebih seru https://t.co/EiNAswdVFe', '""sejarah bukanlah pelajaran tentang masa lalu, ini adalah pelajaran tentang perubahan"" andai saja pelajaran di sekolah dibikin semenarik ini, pasti lebih seru https://t.co/EiNAswdVFe']"
86,"Membahayakan. Udah saatnya ""berkreasi"" mengunakan Hemp untuk bahan baku pembuatan plastik yang aman, murah, dan ramah lingkungan...Karena plastik-plastik berbahan dasar Hemp hanya perlu beberapa minggu, bahkan beberapa hari untuk terurai...Yes, don't panic, Hemp not marijuana. https://t.co/WvuPykwFna",BIIIIIIIIIIIBOBIIIOBIIIIIIOBBIIIIIIIIBOBIIIIIIIIIOBIIIOBIIIIOBIIIIOBIIIOBIIIIIIIIOBIIIIIIOBIIIOBIIIBOBIIIIBOBIIOBIIIIOBIIIIIIIIIBOOBIIIIIOBIIIIIIIIIIIIIIOBIIIIIIIOBIIIIOBIIIOBIIIIOBIIIIOBIIIIIIIOBIIIIIBOBIIIIIOBIIIIIIIOBIIIOBIIIIOBIIIIIIBOOBIIBOBIIIIOBIIIIBOBIIIOBIIOBIIIIIIIIBOBIIIIIIIIIIIIIIIIIIIIII,"['Membahayakan. Udah saatnya ""berkreasi"" mengunakan Hemp untuk bahan baku pembuatan plastik yang aman, murah, dan ramah lingkungan...Karena plastik-plastik berbahan dasar Hemp hanya perlu beberapa minggu, bahkan beberapa hari untuk terurai...Yes, don\'t panic, Hemp not marijuana. https://t.co/WvuPykwFna'
 list(['Membahayakan', '.', 'Udah', 'saatnya', '""', 'berkreasi', '""', 'mengunakan', 'Hemp', 'untuk', 'bahan', 'baku', 'pembuatan', 'plastik', 'yang', 'aman', ',', 'murah', ',', 'dan', 'ramah', 'lingkungan', '.', 'Karena', 'plastik-plastik', 'berbahan', 'dasar', 'Hemp', 'hanya', 'perlu', 'beberapa', 'minggu', ',', 'bahkan', 'beberapa', 'hari', 'untuk', 'terurai', '.', 'Yes', ',', ""don't"", 'panic', ',', 'Hemp', 'not', 'marijuana', '.', 'https://t.co/WvuPykwFna'])]","['id', 'un', 'id', 'id', 'un', 'id', 'un', 'id', 'en', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'un', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'en', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'un', 'en', 'en', 'un', 'en', 'en', 'en', 'un', 'un']","['membahayakan', '.', 'sudah', 'saatnya', '""', 'berkreasi', '""', 'mengunakan', 'hemp', 'untuk', 'bahan', 'baku', 'pembuatan', 'plastik', 'yang', 'aman', ',', 'murah', ',', 'dan', 'ramah', 'lingkungan', '.', 'karena', 'plastik-plastik', 'berbahan', 'dasar', 'hemp', 'hanya', 'perlu', 'beberapa', 'minggu', ',', 'bahkan', 'beberapa', 'hari', 'untuk', 'terurai', '.', 'yes', ',', 'do not', 'panic', ',', 'hemp', 'not', 'marijuana', '.', 'https://t.co/WvuPykwFna']","['membahayakan. sudah saatnya ""berkreasi"" mengunakan rami untuk bahan baku pembuatan plastik yang aman, murah, dan ramah lingkungan. karena plastik-plastik berbahan dasar rami hanya perlu beberapa minggu, bahkan beberapa hari untuk terurai. ya, jangan panik, rami bukan ganja. https://t.co/WvuPykwFna', 'membahayakan. sudah saatnya ""berkreasi"" mengunakan rami untuk bahan baku pembuatan plastik yang aman, murah, dan ramah lingkungan. karena plastik-plastik berbahan dasar rami hanya perlu beberapa minggu, bahkan beberapa hari untuk terurai. ya, jangan panik, rami bukan ganja. https://t.co/WvuPykwFna']"
87,"Mungkin ini yg selama ini di kritik, not all of them.. https://t.co/xnlASRygUy",BIIIIIIOBIIOBIOBIIIIIOBIIOBIOIIIIIIBOBIIOBIIOBIOBIIIBOOBIIIIIIIIIIIIIIIIIIIIII,"['Mungkin ini yg selama ini di kritik, not all of them.. https://t.co/xnlASRygUy'
 list(['Mungkin', 'ini', 'yg', 'selama', 'ini', 'dikritik', ',', 'not', 'all', 'of', 'them', '.', 'https://t.co/xnlASRygUy'])]","['id', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'un', 'un']","['mungkin', 'ini', 'yang', 'selama', 'ini', 'dikritik', ',', 'not', 'all', 'of', 'them', '.', 'https://t.co/xnlASRygUy']","['mungkin ini yg selama ini dikritik, tidak semuanya. https://t.co/xnlASRygUy', 'mungkin ini yg selama ini dikritik, tidak semuanya. https://t.co/xnlASRygUy']"
88,surpey new endonesia #02MenangFPImerajalela #JokowiLagi #JokowiNyataKerjanya #RakyatSultengPilihJokowi #JokowiHarapanRakyat https://t.co/3d8AKbw3Vp,BIIIIIOBIIOBIIIIIIIIOBIIIIIIIIIIIIIIIIIIIIIOBIIIIIIIIIIOBIIIIIIIIIIIIIIIIIIIOBIIIIIIIIIIIIIIIIIIIIIIIIOBIIIIIIIIIIIIIIIIIIIOBIIIIIIIIIIIIIIIIIIIIII,"['surpey new endonesia #02MenangFPImerajalela #JokowiLagi #JokowiNyataKerjanya #RakyatSultengPilihJokowi #JokowiHarapanRakyat https://t.co/3d8AKbw3Vp'
 list(['surpey', 'new', 'endonesia', '#02MenangFPImerajalela', '#JokowiLagi', '#JokowiNyataKerjanya', '#RakyatSultengPilihJokowi', '#JokowiHarapanRakyat', 'https://t.co/3d8AKbw3Vp'])]","['en', 'en', 'un', 'un', 'un', 'un', 'un', 'un', 'un']","['survey', 'new', 'endonesia', '#02MenangFPImerajalela', '#JokowiLagi', '#JokowiNyataKerjanya', '#RakyatSultengPilihJokowi', '#JokowiHarapanRakyat', 'https://t.co/3d8AKbw3Vp']","['survei endonesia baru #02MenangFPImerajalela #JokowiLagi #JokowiNyataKerjanya #RakyatSultengPilihJokowi #JokowiHarapanRakyat https://t.co/3d8AKbw3Vp', 'survei endonesia baru #02MenangFPImerajalela #JokowiLagi #JokowiNyataKerjanya #RakyatSultengPilihJokowi #JokowiHarapanRakyat https://t.co/3d8AKbw3Vp']"
89,Pgn deh ngerestart kuliah tp maunya dari smt 2 bcs smt 1 msh maba and maba lyfe was suck,BIIOBIIOBIIIIIIIIIOBIIIIIOBIOBIIIIIOBIIIOBIIOBOBIIOBIIOBOBIIOBIIIOBIIOBIIIOBIIIOBIIOBIII,"['Pgn deh ngerestart kuliah tp maunya dari smt 2 bcs smt 1 msh maba and maba lyfe was suck'
 list(['Pgn', 'deh', 'ngerestart', 'kuliah', 'tp', 'maunya', 'dari', 'smt', '2', 'bcs', 'smt', '1', 'msh', 'maba', 'and', 'maba', 'lyfe', 'was', 'suck'])]","['id', 'id', 'en', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'id', 'un', 'id', 'id', 'en', 'id', 'en', 'en', 'en']","['pingin', 'deh', 'restart', 'kuliah', 'tapi', 'maunya', 'dari', 'semester', '2', 'because', 'semester', '1', 'masih', 'maba', 'and', 'maba', 'life', 'was', 'suck']","['pingin deh mengulang kembali kuliah tapi maunya dari semester 2 karena semester 1 masih maba dan kehidupan maba payah', 'pingin deh mengulang kembali kuliah tapi maunya dari semester 2 karena semester 1 masih maba dan kehidupan maba payah']"
90,@dulatips Menang dong pasti sandi!  hidup infrastruktur langit ? What infrastruktur langit,BIIIIIIIIOBIIIIIOBIIIOBIIIIOBIIIIBOOBIIIIOBIIIIIIIIIIIIOBIIIIIOBOBIIIOBIIIIIIIIIIIIOBIIIII,"['@dulatips Menang dong pasti sandi!  hidup infrastruktur langit ? What infrastruktur langit'
 list(['@dulatips', 'Menang', 'dong', 'pasti', 'sandi', '!', 'hidup', 'infrastruktur', 'langit', '?', 'What', 'infrastruktur', 'langit'])]","['un', 'id', 'id', 'id', 'un', 'un', 'id', 'id', 'id', 'un', 'en', 'id', 'id']","['@dulatips', 'menang', 'dong', 'pasti', 'sandi', '!', 'hidup', 'infrastruktur', 'langit', '?', 'what', 'infrastruktur', 'langit']","['@dulatips menang dong pasti sandi!  hidup infrastruktur langit ? apa itu infrastruktur langit', '@dulatips menang dong pasti sandi!  hidup infrastruktur langit ? apa itu infrastruktur langit']"
91,"Akan ada masanya, when u have pets.. Nama u dipanggil buat kucing. Nama kucing buat manggil u.. .Yup, Mamak eyke..",BIIIOBIIOBIIIIIIBOBIIIOBOBIIIOBIIIBOOBIIIOBOBIIIIIIIIOBIIIOBIIIIIBOBIIIOBIIIIIOBIIIOBIIIIIIOBBOOOBIIBOBIIIIOBIIIBO,"['Akan ada masanya, when u have pets.. Nama u dipanggil buat kucing. Nama kucing buat manggil u.. .Yup, Mamak eyke..'
 list(['Akan', 'ada', 'masanya', ',', 'when', 'u', 'have', 'pets', '.', 'Nama', 'u', 'dipanggil', 'buat', 'kucing', '.', 'Nama', 'kucing', 'buat', 'manggil', 'u', '.', 'Yup', ',', 'Mamak', 'eyke', '.'])]","['id', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'un', 'id', 'en', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'en', 'un', 'en', 'un', 'id', 'id', 'un']","['akan', 'ada', 'masanya', ',', 'when', 'you', 'have', 'pets', '.', 'nama', 'you', 'dipanggil', 'buat', 'kucing', '.', 'nama', 'kucing', 'buat', 'memanggil', 'you', '.', 'ya', ',', 'mamak', 'saya', '.']","['akan ada masanya, ketika kamu memiliki hewan peliharaan. nama kamu dipanggil buat kucing. nama kucing buat memanggil kamu. ya, mamak saya.', 'akan ada masanya, ketika kamu memiliki hewan peliharaan. nama kamu dipanggil buat kucing. nama kucing buat memanggil kamu. ya, mamak saya.']"
92,yeay! stay true to their root MMLD... ..ni kalo ada yg ngedije disambungin sama Lipstick-nya Oracara kena bat nih. ..https://t.co/fSyFXwE7W9,BIIIBOBIIIOBIIIOBIOBIIIIOBIIIOBIIIBOOOOOBIOBIIIOBIIOBIOBIIIIIIOBIIIIIIIIIIOBIIIOBIIIIIIIIIIIOBIIIIIIOBIIIOBIIOBIIBOOOBIIIIIIIIIIIIIIIIIIIIII,"['yeay! stay true to their root MMLD... ..ni kalo ada yg ngedije disambungin sama Lipstick-nya Oracara kena bat nih. ..https://t.co/fSyFXwE7W9'
 list(['yeay', '!', 'stay', 'true', 'to', 'their', 'root', 'MMLD', '.', 'ni', 'kalo', 'ada', 'yg', 'ngedije', 'disambungin', 'sama', 'Lipstick-nya', 'Oracara', 'kena', 'bat', 'nih', '.', 'https://t.co/fSyFXwE7W9'])]","['un', 'un', 'en', 'en', 'en', 'en', 'en', 'un', 'un', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'un', 'id', 'id', 'id', 'un', 'un']","['yeay', '!', 'stay', 'true', 'to', 'their', 'root', 'mmld', '.', 'ni', 'kalau', 'ada', 'yang', 'ngedije', 'disambungin', 'sama', 'the lipstick', 'oracara', 'kena', 'sangat', 'nih', '.', 'https://t.co/fSyFXwE7W9']","['yeay! tetap setia pada akar mmld mereka. ni kalau ada yang ngedije disambungin sama lipstik-nya oracara kena banget nih. https://t.co/fSyFXwE7W9', 'yeay! tetap setia pada akar mmld mereka. ni kalau ada yang ngedije disambungin sama lipstik-nya oracara kena banget nih. https://t.co/fSyFXwE7W9']"
93,When u have friends kerjaannya ngeduluin u ngomong mulu..Cc: Samsolese https://t.co/PcRTlFnsfz,BIIIOBOBIIIOBIIIIIIOBIIIIIIIIIOBIIIIIIIIOBOBIIIIIIOBIIIBOBIBOBIIIIIIIIOBIIIIIIIIIIIIIIIIIIIIII,"['When u have friends kerjaannya ngeduluin u ngomong mulu..Cc: Samsolese https://t.co/PcRTlFnsfz'
 list(['When', 'u', 'have', 'friends', 'kerjaannya', 'ngeduluin', 'u', 'ngomong', 'mulu', '.', 'Cc', ':', 'Samsolese', 'https://t.co/PcRTlFnsfz'])]","['en', 'en', 'en', 'en', 'id', 'id', 'en', 'id', 'id', 'un', 'un', 'un', 'un', 'un']","['when', 'you', 'have', 'friends', 'kerjaannya', 'ngeduluin', 'you', 'ngomong', 'melulu', '.', 'cc', ':', 'samsolese', 'https://t.co/PcRTlFnsfz']","['ketika kamu punya teman kerjaannya ngeduluin kamu ngomong melulu. cc: samsolese https://t.co/PcRTlFnsfz', 'ketika kamu punya teman kerjaannya ngeduluin kamu ngomong terus. cc: samsolese https://t.co/PcRTlFnsfz']"
94,"Reposted from wilson_mci  -  Persiapan Vietnam semakin matang, ittin sudah ada dan bs dilihat di website. Plakat sudah mulai terlihat hasilnya, tshirt model Jersey untuk Vietnam juga... https://t.co/3HFEQNOw9A",BIIIIIIIOBIIIOBIIIIIIIIIOOBOOBIIIIIIIIOBIIIIIIOBIIIIIIOBIIIIIBOBIIIIOBIIIIOBIIOBIIOBIOBIIIIIIOBIOBIIIIIIBOBIIIIIOBIIIIOBIIIIOBIIIIIIIOBIIIIIIIBOBIIIIIOBIIIIOBIIIIIOBIIIIOBIIIIIIOBIIIBOOOBIIIIIIIIIIIIIIIIIIIIII,"['Reposted from wilson_mci  -  Persiapan Vietnam semakin matang, ittin sudah ada dan bs dilihat di website. Plakat sudah mulai terlihat hasilnya, tshirt model Jersey untuk Vietnam juga... https://t.co/3HFEQNOw9A'
 list(['Reposted', 'from', 'wilson_mci', '-', 'Persiapan', 'Vietnam', 'semakin', 'matang', ',', 'ittin', 'sudah', 'ada', 'dan', 'bs', 'dilihat', 'di', 'website', '.', 'Plakat', 'sudah', 'mulai', 'terlihat', 'hasilnya', ',', 'tshirt', 'model', 'Jersey', 'untuk', 'Vietnam', 'juga', '.', 'https://t.co/3HFEQNOw9A'])]","['en', 'en', 'un', 'un', 'id', 'un', 'id', 'id', 'un', 'en', 'id', 'id', 'id', 'id', 'id', 'id', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'un', 'en', 'id', 'en', 'id', 'un', 'id', 'un', 'un']","['reposted', 'from', 'wilson_mci', '-', 'persiapan', 'vietnam', 'semakin', 'matang', ',', 'ittinerary', 'sudah', 'ada', 'dan', 'bisa', 'dilihat', 'di', 'website', '.', 'plakat', 'sudah', 'mulai', 'terlihat', 'hasilnya', ',', 't-shirt', 'model', 'jersey', 'untuk', 'vietnam', 'juga', '.', 'https://t.co/3HFEQNOw9A']","['dipasang ulang dari wilson_mci - persiapan vietnam semakin matang, jadwal sudah ada dan bisa dilihat di situs web. plakat sudah mulai terlihat hasilnya, kaos model jersey untuk vietnam juga. https://t.co/3HFEQNOw9A', 'dipasang ulang dari wilson_mci - persiapan vietnam semakin matang, jadwal sudah ada dan bisa dilihat di situs web. plakat sudah mulai terlihat hasilnya, kaos model jersey untuk vietnam juga. https://t.co/3HFEQNOw9A']"
95,@askmenfess Yg ada jin nya itu? Nyimpen gua keknya dibookmark tapi bukn thread sih keknya ss an gtu,BIIIIIIIIIIOBIOBIIOBIIOIIIOBIIBOBIIIIIIOBIIOBIIIIIOBIIIIIIIIIOBIIIOBIIIOBIIIIIOBIIOBIIIIIOBIOIIOBII,"['@askmenfess Yg ada jin nya itu? Nyimpen gua keknya dibookmark tapi bukn thread sih keknya ss an gtu'
 list(['@askmenfess', 'Yg', 'ada', 'jinnya', 'itu', '?', 'Nyimpen', 'gua', 'keknya', 'dibookmark', 'tapi', 'bukn', 'thread', 'sih', 'keknya', 'ssan', 'gtu'])]","['un', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'en', 'id', 'id', 'en', 'id', 'id', 'en', 'id']","['@askmenfess', 'yang', 'ada', 'jinnya', 'itu', '?', 'simpan', 'saya', 'sepertinya', 'bookmark', 'tapi', 'bukan', 'thread', 'sih', 'sepertinya', 'ssan', 'begitu']","['@askmenfess yang ada jinnya itu? simpan saya sepertinya di-bookmark tapi bukan thread sih sepertinya ssan gitu', '@askmenfess yang ada jinnya itu? simpan saya kayaknya dibookmark tapi bukan thread sih kayaknya screenshot gitu']"
96,@Nadya_Ninoth Sekarang juga gapapa not. Isi wishlistnya cuma 5 kok,BIIIIIIIIIIIIOBIIIIIIIOBIIIOBIIIIIOBIIBOBIIOBIIIIIIIIIIOBIIIOBOBII,"['@Nadya_Ninoth Sekarang juga gapapa not. Isi wishlistnya cuma 5 kok'
 list(['@Nadya_Ninoth', 'Sekarang', 'juga', 'gapapa', 'not', '.', 'Isi', 'wishlistnya', 'cuma', '5', 'kok'])]","['un', 'id', 'id', 'id', 'en', 'un', 'id', 'en', 'id', 'un', 'id']","['@Nadya_Ninoth', 'sekarang', 'juga', 'tidak apa-apa', 'not', '.', 'isi', 'the wishlist', 'cuma', '5', 'kok']","['@Nadya_Ninoth sekarang juga tidak apa-apa not. isi daftar harapannya cuma 5 kok', '@Nadya_Ninoth sekarang juga tidak apa-apa not. isi daftar harapannya cuma 5 kok']"
97,@altairquaria Not bad.. Start from 15k. Enaakk kok.. Gih gih cobain kalo dekat.. Hahaha,BIIIIIIIIIIIIOBIIOBIIBOOBIIIIOBIIIOBIIBOBIIIIIOBIIBOOBIIOBIIOBIIIIIOBIIIOBIIIIBOOBIIIII,"['@altairquaria Not bad.. Start from 15k. Enaakk kok.. Gih gih cobain kalo dekat.. Hahaha'
 list(['@altairquaria', 'Not', 'bad', '.', 'Start', 'from', '15k', '.', 'Enaakk', 'kok', '.', 'Gih', 'gih', 'cobain', 'kalo', 'dekat', '.', 'Hahaha'])]","['un', 'en', 'en', 'un', 'en', 'en', 'un', 'un', 'id', 'id', 'un', 'un', 'un', 'id', 'id', 'id', 'un', 'un']","['@altairquaria', 'not', 'bad', '.', 'start', 'from', '15k', '.', 'enak', 'kok', '.', 'gih', 'gih', 'cobain', 'kalau', 'dekat', '.', 'hahaha']","['@altairquaria tidak buruk. mulai dari 15k. enak kok. gih gih cobain kalau dekat. Hahaha', '@altairquaria tidak buruk. mulai dari 15k. enak kok. gih gih cobain kalau dekat. Hahaha']"
98,"Down nya jangan lama2 sedih nya jangan lama2. Tuhan gasuka ..Gue bangkit kok, harga benda msh bisa dicari tapi nyawa engga. .Puji Tuhan masih diberi keselamatan semua nya tanpa luka sedikitpun",BIIIIIIIOBIIIIIOBIIIIOBIIIIOIIIOBIIIIIOBIIIIBOBIIIIOBIIIIIOBOBIIOBIIIIIIOBIIBOBIIIIOBIIIIOBIIOBIIIOBIIIIIOBIIIOBIIIIOBIIIIBOOBIIIOBIIIIOBIIIIOBIIIIIOBIIIIIIIIIIOBIIIIOIIIOBIIIIOBIIIOBIIIIIIIII,"['Down nya jangan lama2 sedih nya jangan lama2. Tuhan gasuka ..Gue bangkit kok, harga benda msh bisa dicari tapi nyawa engga. .Puji Tuhan masih diberi keselamatan semua nya tanpa luka sedikitpun'
 list(['Down nya', 'jangan', 'lama2', 'sedihnya', 'jangan', 'lama2', '.', 'Tuhan', 'gasuka', '.', 'Gue', 'bangkit', 'kok', ',', 'harga', 'benda', 'msh', 'bisa', 'dicari', 'tapi', 'nyawa', 'engga', '.', 'Puji', 'Tuhan', 'masih', 'diberi', 'keselamatan', 'semuanya', 'tanpa', 'luka', 'sedikitpun'])]","['en', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'un', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id', 'id']","['the down', 'jangan', 'lama-lama', 'sedihnya', 'jangan', 'lama-lama', '.', 'tuhan', 'tidak suka', '.', 'saya', 'bangkit', 'kok', ',', 'harga', 'benda', 'masih', 'bisa', 'dicari', 'tapi', 'nyawa', 'tidak', '.', 'puji', 'tuhan', 'masih', 'diberi', 'keselamatan', 'semuanya', 'tanpa', 'luka', 'sedikitpun']","['jatuhnya jangan lama-lama sedihnya jangan lama-lama. tuhan tidak suka. saya bangkit kok, harga benda masih bisa dicari tapi nyawa tidak. puji tuhan masih diberi keselamatan semuanya tanpa luka sedikitpun', 'jatuhnya jangan lama-lama sedihnya jangan lama-lama. tuhan tidak suka. saya bangkit kok, harga benda masih bisa dicari tapi nyawa tidak. puji tuhan masih diberi keselamatan semuanya tanpa luka sedikitpun']"
99,"Kayaknya dia selalu muter-muter tentang law case is not that easy. Pokoknya dia semua lah yang paham, orang lain mah goblok. https://t.co/JTAyrJj6Yx",BIIIIIIIOBIIOBIIIIIOBIIIIIIIIIIOBIIIIIIOBIIOBIIIOBIOBIIOBIIIOBIIIBOBIIIIIIIOBIIOBIIIIOBIIOBIIIOBIIIIBOBIIIIOBIIIOBIIOBIIIIIBOBIIIIIIIIIIIIIIIIIIIIII,"['Kayaknya dia selalu muter-muter tentang law case is not that easy. Pokoknya dia semua lah yang paham, orang lain mah goblok. https://t.co/JTAyrJj6Yx'
 list(['Kayaknya', 'dia', 'selalu', 'muter-muter', 'tentang', 'law', 'case', 'is', 'not', 'that', 'easy', '.', 'Pokoknya', 'dia', 'semua', 'lah', 'yang', 'paham', ',', 'orang', 'lain', 'mah', 'goblok', '.', 'https://t.co/JTAyrJj6Yx'])]","['id', 'id', 'id', 'id', 'id', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'un']","['kayaknya', 'dia', 'selalu', 'berputar-putar', 'tentang', 'law', 'case', 'is', 'not', 'that', 'easy', '.', 'pokoknya', 'dia', 'semua', 'lah', 'yang', 'paham', ',', 'orang', 'lain', 'mah', 'goblok', '.', 'https://t.co/JTAyrJj6Yx']","['kayaknya dia selalu berputar-putar tentang kasus hukum tidak semudah itu. pokoknya dia semua lah yang paham, orang lain mah goblok. https://t.co/JTAyrJj6Yx', 'kayaknya dia selalu berputar-putar tentang kasus hukum tidak semudah itu. pokoknya dia semua lah yang paham, orang lain mah goblok. https://t.co/JTAyrJj6Yx']"
100,"Satu figurenya 70k. Jangan kaget. This is not something you see everyday in toys fair. Ada bajaj, 300k, kap atas bisa dibuka, dalemnya lengkap tempat duduk, kopling, stir etc. Skala masih 1/87. Edann.",BIIIOBIIIIIIIIOBIIBOBIIIIIOBIIIIBOBIIIIIIOBIIOBIIIIIIIIOBIIOBIIOBIIIIIIIOBIOBIIIOBIIIBOBIIOBIIIIBOBIIIBOBIIOBIIIOBIIIOBIIIIIBOBIIIIIIIOBIIIIIIOBIIIIIOBIIIIBOBIIIIIIBOBIIIOBIIBOBIIIIOBIIIIOBIIIBOBIIIIB,"['Satu figurenya 70k. Jangan kaget. This is not something you see everyday in toys fair. Ada bajaj, 300k, kap atas bisa dibuka, dalemnya lengkap tempat duduk, kopling, stir etc. Skala masih 1/87. Edann.'
 list(['Satu', 'figurenya', '70k', '.', 'Jangan', 'kaget', '.', 'This is', 'not', 'something', 'you', 'see', 'everyday', 'in', 'toys', 'fair', '.', 'Ada', 'bajaj', ',', '300k', ',', 'kap', 'atas', 'bisa', 'dibuka', ',', 'dalemnya', 'lengkap', 'tempat', 'duduk', ',', 'kopling', ',', 'stir', 'etc', '.', 'Skala', 'masih', '1/87', '.', 'Edann', '.'])]","['id', 'en', 'un', 'un', 'id', 'id', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'un', 'un', 'un', 'id', 'id', 'id', 'id', 'un', 'id', 'id', 'id', 'id', 'un', 'id', 'un', 'id', 'en', 'un', 'un', 'id', 'un', 'un', 'un', 'un']","['satu', 'the figure', '70k', '.', 'jangan', 'kaget', '.', 'this is', 'not', 'something', 'you', 'see', 'everyday', 'in', 'toys', 'fair', '.', 'ada', 'bajaj', ',', '300k', ',', 'kap', 'atas', 'bisa', 'dibuka', ',', 'dalamnya', 'lengkap', 'tempat', 'duduk', ',', 'kopling', ',', 'setir', 'etc', '.', 'skala', 'masih', '1/87', '.', 'edann', '.']","['satu figurenya 70k. jangan kaget. ini bukan sesuatu yang kamu lihat setiap hari di toys fair. ada bajaj, 300k, kap atas bisa dibuka, dalamnya lengkap tempat duduk, kopling, stir etc. skala masih 1/87. edann.', 'satu figurenya 70k. jangan kaget. ini bukan sesuatu yang kamu lihat setiap hari di toys fair. ada bajaj, 300k, kap atas bisa dibuka, dalamnya lengkap tempat duduk, kopling, setir etc. skala masih 1/87. edann.']"
101,Chelsea is blue.Real Madrid is white.Hazard is bored in blue.So he wants to move to the white..Puisi apa sih nih ..#WorldPoetryDay #HariPuisiSedunia,BIIIIIIOBIOBIIIBBIIIIIIIIIIOBIOBIIIIBBIIIIIOBIOBIIIIOBIOBIIIBBIOBIOBIIIIOBIOBIIIOBIOBIIIIIIIIBOBIIIIOBIIOBIIOBIIOBOBIIIIIIIIIIIIIIOBIIIIIIIIIIIIIIII,"['Chelsea is blue.Real Madrid is white.Hazard is bored in blue.So he wants to move to the white..Puisi apa sih nih ..#WorldPoetryDay #HariPuisiSedunia'
 list(['Chelsea', 'is', 'blue', '.', 'Real Madrid', 'is', 'white', '.', 'Hazard', 'is', 'bored', 'in', 'blue', '.', 'So', 'he', 'wants', 'to', 'move', 'to', 'the white', '.', 'Puisi', 'apa', 'sih', 'nih', '.', '#WorldPoetryDay', '#HariPuisiSedunia'])]","['un', 'en', 'en', 'un', 'un', 'en', 'en', 'un', 'un', 'en', 'en', 'en', 'en', 'un', 'en', 'en', 'en', 'en', 'en', 'en', 'en', 'un', 'id', 'id', 'id', 'id', 'un', 'un', 'un']","['chelsea', 'is', 'blue', '.', 'real madrid', 'is', 'white', '.', 'hazard', 'is', 'bored', 'in', 'blue', '.', 'so', 'he', 'wants', 'to', 'move', 'to', 'the white', '.', 'puisi', 'apa', 'sih', 'nih', '.', '#WorldPoetryDay', '#HariPuisiSedunia']","['chelsea berwarna biru. real madrid berwarna putih. hazard bosan dengan biru. jadi dia pingin ke tempat putih. puisi apa sih nih. #WorldPoetryDay #HariPuisiSedunia', 'chelsea berwarna biru. real madrid berwarna putih. hazard bosan dengan biru. jadi dia pingin ke tempat putih. puisi apa sih nih. #WorldPoetryDay #HariPuisiSedunia']"
